Gene stable ID,Gene name,Gene Synonym
ENSG00000105967,TFEC,TFECL
ENSG00000105967,TFEC,TCFEC
ENSG00000105967,TFEC,bHLHe34
ENSG00000144115,THNSL2,SOFAT
ENSG00000144115,THNSL2,TSH2
ENSG00000144115,THNSL2,FLJ10916
ENSG00000125676,THOC2,MRX12
ENSG00000125676,THOC2,dJ506G2.1
ENSG00000125676,THOC2,THO2
ENSG00000125676,THOC2,MRX35
ENSG00000125676,THOC2,CXorf3
ENSG00000126351,THRA,ERBA1
ENSG00000126351,THRA,THRA1
ENSG00000126351,THRA,THRA2
ENSG00000126351,THRA,NR1A1
ENSG00000126351,THRA,THRA3
ENSG00000126351,THRA,TRalpha
ENSG00000126351,THRA,ERBA
ENSG00000126351,THRA,AR7
ENSG00000126351,THRA,EAR-7.1/EAR-7.2
ENSG00000151090,THRB,TRbeta
ENSG00000151090,THRB,THRB2
ENSG00000151090,THRB,THRB1
ENSG00000151090,THRB,GRTH
ENSG00000151090,THRB,THR1
ENSG00000151090,THRB,ERBA-BETA
ENSG00000151090,THRB,ERBA2
ENSG00000151090,THRB,PRTH
ENSG00000151090,THRB,NR1A2
ENSG00000140534,TICRR,MGC45866
ENSG00000140534,TICRR,Treslin
ENSG00000140534,TICRR,SLD3
ENSG00000140534,TICRR,FLJ41618
ENSG00000140534,TICRR,C15orf42
ENSG00000265354,TIMM23,TIM23
ENSG00000149926,TLCD3B,DKFZP434I2117
ENSG00000149926,TLCD3B,FAM57B
ENSG00000181585,TMIE,DFNB6
ENSG00000132773,TOE1,hCaf1z
ENSG00000132773,TOE1,TOE-1
ENSG00000131747,TOP2A,TOP2
ENSG00000131747,TOP2A,TOPIIA
ENSG00000131747,TOP2A,TOP2alpha
ENSG00000078900,TP73,P73
ENSG00000162341,TPCN2,TPC2
ENSG00000167460,TPM4,
ENSG00000204104,TRAF3IP1,FAP116
ENSG00000204104,TRAF3IP1,IFT54
ENSG00000204104,TRAF3IP1,MIP-T3
ENSG00000204104,TRAF3IP1,MIPT3
ENSG00000204104,TRAF3IP1,DKFZP434F124
ENSG00000076604,TRAF4,RNF83
ENSG00000076604,TRAF4,MLN62
ENSG00000076604,TRAF4,CART1
ENSG00000168538,TRAPPC11,gry
ENSG00000168538,TRAPPC11,foigr
ENSG00000168538,TRAPPC11,FLJ12716
ENSG00000168538,TRAPPC11,C4orf41
ENSG00000146826,TRAPPC14,FLJ10925
ENSG00000146826,TRAPPC14,C7orf43
ENSG00000146826,TRAPPC14,MAP11
ENSG00000107614,TRDMT1,RNMT1
ENSG00000107614,TRDMT1,DNMT2
ENSG00000197323,TRIM33,TIF1G
ENSG00000197323,TRIM33,TIFGAMMA
ENSG00000197323,TRIM33,PTC7
ENSG00000197323,TRIM33,RFG7
ENSG00000197323,TRIM33,TF1G
ENSG00000197323,TRIM33,TIF1GAMMA
ENSG00000197323,TRIM33,FLJ11429
ENSG00000197323,TRIM33,KIAA1113
ENSG00000072756,TRNT1,CCA1
ENSG00000072756,TRNT1,MtCCA
ENSG00000072756,TRNT1,CGI-47
ENSG00000144935,TRPC1,HTRP-1
ENSG00000092439,TRPM7,LTRPC7
ENSG00000092439,TRPM7,CHAK1
ENSG00000092439,TRPM7,TRP-PLIK
ENSG00000158526,TSR2,WGG1
ENSG00000158526,TSR2,DT1P1A10
ENSG00000158526,TSR2,RP1-112K5.2
ENSG00000052841,TTC17,FLJ10890
ENSG00000018699,TTC27,FLJ20272
ENSG00000112742,TTK,MPS1
ENSG00000112742,TTK,MPH1
ENSG00000112742,TTK,CT96
ENSG00000112742,TTK,MPS1L1
ENSG00000155657,TTN,CMD1G
ENSG00000155657,TTN,CMH9
ENSG00000155657,TTN,CMPD4
ENSG00000155657,TTN,FLJ32040
ENSG00000155657,TTN,LGMD2J
ENSG00000155657,TTN,MYLK5
ENSG00000155657,TTN,TMD
ENSG00000131462,TUBG1,TUBGCP1
ENSG00000131462,TUBG1,TUBG
ENSG00000126216,TUBGCP3,Spc98p
ENSG00000126216,TUBGCP3,GCP3
ENSG00000126216,TUBGCP3,SPBC98
ENSG00000233608,TWIST2,bHLHa39
ENSG00000233608,TWIST2,Dermo-1
ENSG00000233608,TWIST2,DERMO1
ENSG00000176890,TYMS,TS
ENSG00000176890,TYMS,TMS
ENSG00000176890,TYMS,Tsase
ENSG00000176890,TYMS,HsT422
ENSG00000160201,U2AF1,RN
ENSG00000160201,U2AF1,RNU2AF1
ENSG00000160201,U2AF1,U2AF35
ENSG00000160201,U2AF1,U2AFBP
ENSG00000103275,UBE2I,UBC9
ENSG00000118420,UBE3D,UBE2CBP
ENSG00000118420,UBE3D,YJR141W
ENSG00000118420,UBE3D,C6orf157
ENSG00000118420,UBE3D,DKFZp434A1520
ENSG00000118420,UBE3D,H10BH
ENSG00000070010,UFD1,UFD1L
ENSG00000276043,UHRF1,FLJ21925
ENSG00000276043,UHRF1,ICBP90
ENSG00000276043,UHRF1,Np95
ENSG00000276043,UHRF1,TDRD22
ENSG00000276043,UHRF1,RNF106
ENSG00000141161,UNC45B,CMYA4
ENSG00000141161,UNC45B,UNC45
ENSG00000243566,UPK3B,UPIIIb
ENSG00000243566,UPK3B,p35
ENSG00000243566,UPK3B,MGC10902
ENSG00000243566,UPK3B,FLJ32198
ENSG00000103005,USB1,C16orf57
ENSG00000103005,USB1,FLJ13154
ENSG00000103005,USB1,Mpn1
ENSG00000103005,USB1,HVSL1
ENSG00000184979,USP18,
ENSG00000172046,USP19,ZMYND9
ENSG00000172046,USP19,KIAA0891
ENSG00000136878,USP20,KIAA1003
ENSG00000162402,USP24,KIAA1057
ENSG00000140455,USP3,
ENSG00000077254,USP33,VDU1
ENSG00000077254,USP33,KIAA1097
ENSG00000168883,USP39,SAD1
ENSG00000168883,USP39,SNRNP65
ENSG00000168883,USP39,CGI-21
ENSG00000114316,USP4,Unph
ENSG00000114316,USP4,UNP
ENSG00000154914,USP43,FLJ30626
ENSG00000123552,USP45,MGC14793
ENSG00000090686,USP48,FLJ11328
ENSG00000090686,USP48,USP31
ENSG00000090686,USP48,FLJ20103
ENSG00000090686,USP48,FLJ23054
ENSG00000090686,USP48,FLJ23277
ENSG00000090686,USP48,MGC14879
ENSG00000111667,USP5,IsoT
ENSG00000145390,USP53,KIAA1350
ENSG00000187555,USP7,HAUSP
ENSG00000132952,USPL1,C13orf22
ENSG00000132952,USPL1,D13S106E
ENSG00000132952,USPL1,bA121O19.1
ENSG00000183520,UTP11,CGI-94
ENSG00000183520,UTP11,UTP11L
ENSG00000164338,UTP15,NET21
ENSG00000164338,UTP15,FLJ23637
ENSG00000164338,UTP15,FLJ12787
ENSG00000117597,UTP25,MGC29875
ENSG00000117597,UTP25,C1orf107
ENSG00000117597,UTP25,DIEXF
ENSG00000117597,UTP25,DEF
ENSG00000132467,UTP3,SAS10
ENSG00000132467,UTP3,DKFZp761F222
ENSG00000132467,UTP3,CRLZ1
ENSG00000132467,UTP3,FLJ23256
ENSG00000162738,VANGL2,STBM1
ENSG00000162738,VANGL2,STBM
ENSG00000162738,VANGL2,LPP1
ENSG00000162738,VANGL2,STB1
ENSG00000162738,VANGL2,MGC119404
ENSG00000162738,VANGL2,MGC119403
ENSG00000162738,VANGL2,LTAP
ENSG00000162738,VANGL2,KIAA1215
ENSG00000096171,VARS1,VARS
ENSG00000165280,VCP,IBMPFD
ENSG00000165280,VCP,TERA
ENSG00000165280,VCP,p97
ENSG00000165280,VCP,CDC48
ENSG00000175073,VCPIP1,VCIP135
ENSG00000175073,VCPIP1,KIAA1850
ENSG00000175073,VCPIP1,DUBA3
ENSG00000175073,VCPIP1,FLJ23132
ENSG00000112715,VEGFA,VEGF-A
ENSG00000112715,VEGFA,VPF
ENSG00000112715,VEGFA,VEGF
ENSG00000134086,VHL,VHL1
ENSG00000160695,VPS11,RNF108
ENSG00000160695,VPS11,PEP5
ENSG00000160948,VPS28,
ENSG00000166887,VPS39,KIAA0770
ENSG00000166887,VPS39,VAM6
ENSG00000071127,WDR1,AIP1
ENSG00000120008,WDR11,WDR15
ENSG00000120008,WDR11,SRI1
ENSG00000120008,WDR11,KIAA1351
ENSG00000120008,WDR11,BRWD2
ENSG00000120008,WDR11,HH14
ENSG00000120008,WDR11,FLJ10506
ENSG00000120008,WDR11,DR11
ENSG00000138442,WDR12,YTM1
ENSG00000138442,WDR12,FLJ10881
ENSG00000136709,WDR33,NET14
ENSG00000136709,WDR33,FLJ11294
ENSG00000136709,WDR33,WDC146
ENSG00000163811,WDR43,NET12
ENSG00000163811,WDR43,UTP5
ENSG00000163811,WDR43,KIAA0007
ENSG00000204221,WDR46,BING4
ENSG00000204221,WDR46,C6orf11
ENSG00000204221,WDR46,UTP7
ENSG00000120314,WDR55,FLJ20195
ENSG00000120314,WDR55,FLJ21702
ENSG00000115368,WDR75,NET16
ENSG00000115368,WDR75,UTP17
ENSG00000115368,WDR75,FLJ12519
ENSG00000164091,WDR82,TMEM113
ENSG00000164091,WDR82,WDR82A
ENSG00000164091,WDR82,MSTP107
ENSG00000164091,WDR82,SWD2
ENSG00000164091,WDR82,PRO34047
ENSG00000164091,WDR82,PRO2730
ENSG00000164091,WDR82,MST107
ENSG00000114251,WNT5A,hWNT5A
ENSG00000061492,WNT8A,WNT8D
ENSG00000146457,WTAP,KIAA0105
ENSG00000146457,WTAP,Mum2
ENSG00000146457,WTAP,MGC3925
ENSG00000186153,WWOX,FOR
ENSG00000186153,WWOX,SDR41C1
ENSG00000186153,WWOX,WOX1
ENSG00000082898,XPO1,emb
ENSG00000082898,XPO1,CRM1
ENSG00000082898,XPO1,CRM-1
ENSG00000066422,ZBTB11,ZNF913
ENSG00000066422,ZBTB11,ZNF-U69274
ENSG00000116809,ZBTB17,ZNF60
ENSG00000116809,ZBTB17,ZNF151
ENSG00000116809,ZBTB17,pHZ-67
ENSG00000116809,ZBTB17,MIZ1
ENSG00000179627,ZBTB42,ZNF925
ENSG00000126970,ZC4H2,WWS
ENSG00000126970,ZC4H2,MCS
ENSG00000126970,ZC4H2,KIAA1166
ENSG00000126970,ZC4H2,HCA127
ENSG00000126970,ZC4H2,MRXS4
ENSG00000147905,ZCCHC7,FLJ22611
ENSG00000147905,ZCCHC7,AIR1
ENSG00000072121,ZFYVE26,KIAA0321
ENSG00000072121,ZFYVE26,SPG15
ENSG00000131943,C19orf12,DKFZP762D096
ENSG00000131943,C19orf12,SPG43
ENSG00000131943,C19orf12,NBIA4
ENSG00000131943,C19orf12,MPAN
ENSG00000131943,C19orf12,MGC10922
ENSG00000157895,C12orf43,FLJ12448
ENSG00000157895,C12orf43,Custos
ENSG00000146007,ZMAT2,FLJ31121
ENSG00000146007,ZMAT2,hSNU23
ENSG00000146007,ZMAT2,Snu23
ENSG00000165655,ZNF503,MGC2555
ENSG00000165655,ZNF503,FLJ45745
ENSG00000165655,ZNF503,Nlz2
ENSG00000122482,ZNF644,MGC60165
ENSG00000122482,ZNF644,MGC70410
ENSG00000122482,ZNF644,BM-005
ENSG00000122482,ZNF644,KIAA1221
ENSG00000122482,ZNF644,MGC60165
ENSG00000122482,ZNF644,MGC70410
ENSG00000122482,ZNF644,BM-005
ENSG00000122482,ZNF644,KIAA1221
ENSG00000183779,ZNF703,Zpo1
ENSG00000183779,ZNF703,ZNF503L
ENSG00000183779,ZNF703,FLJ14299
ENSG00000183779,ZNF703,NLZ1
ENSG00000183779,ZNF703,ZEPPO1
ENSG00000203995,ZYG11A,ZYG11
